Year,Date,Geography Name,CBSA Code,Households,Median Household Income,Industrial Employment,Office Employment,Population,rent,Total Employment,Market Cap Rate,National index,Emp_house_perc,Ind_perc,Rent Burden,Office_perc,Emp_perc,Market Sale Price Index
2018,2018 Q3,Corpus Christi - TX,18580,164623,53456,33077,26952,445796,960,194036,0.068,261.677,1.178668837,0.170468367,0.21550434,0.138902059,0.435257382,185.5
2018,2018 Q4,Corpus Christi - TX,18580,164563,54264,33098,27455,445638,954,194440,0.068,264.098,1.181553569,0.170222177,0.210968598,0.14120037,0.436318267,186.9
2019,2019 Q1,Corpus Christi - TX,18580,164497,54999,32886,27416,445465,962,194461,0.068,268.928,1.182155298,0.169113601,0.209894725,0.140984568,0.436534857,191.1
2019,2019 Q2,Corpus Christi - TX,18580,164421,55728,33444,27508,445269,976,195151,0.066,275.507,1.186898267,0.171374987,0.210163652,0.140957515,0.438276637,196.5
2019,2019 Q3,Corpus Christi - TX,18580,164352,56425,32922,27354,445093,981,195122,0.065,280.896,1.187220113,0.168725208,0.208630926,0.140189215,0.438384787,201.7
2019,2019 Q4,Corpus Christi - TX,18580,164799,56991,32387,26996,445370,987,194826,0.065,286.641,1.182203776,0.166235513,0.207822288,0.138564668,0.437447516,205.1
2020,2020 Q1,Corpus Christi - TX,18580,165241,56942,30932,26817,445615,992,193454,0.064,290.232,1.170738497,0.159893308,0.209054828,0.138622101,0.434128115,207.9
2020,2020 Q2,Corpus Christi - TX,18580,165719,56010,27069,25644,445763,997,176764,0.063,296.687,1.066648966,0.153136385,0.213604713,0.145074789,0.396542557,211
2020,2020 Q3,Corpus Christi - TX,18580,164838,55505,27148,25727,445813,1012,180388,0.063,306.226,1.094335044,0.150497816,0.2187911,0.142620352,0.404627052,214.3
2020,2020 Q4,Corpus Christi - TX,18580,164086,55226,26808,26097,446190,1008,181750,0.062,312.208,1.107650866,0.147499312,0.21902727,0.143587345,0.407337681,218.1
2021,2021 Q1,Corpus Christi - TX,18580,163306,55447,27151,26093,446467,1023,182350,0.062,323.102,1.116615434,0.148894982,0.221400617,0.143092953,0.408428842,223.4
2021,2021 Q2,Corpus Christi - TX,18580,162560,56980,26952,26546,446814,1054,183191,0.061,343.6,1.12691314,0.147125132,0.221972622,0.144908866,0.409993868,229.8
2021,2021 Q3,Corpus Christi - TX,18580,161880,58413,27157,26671,447323,1072,185006,0.061,367.994,1.142858908,0.146789834,0.22022495,0.144162892,0.413584815,235.3
2021,2021 Q4,Corpus Christi - TX,18580,162407,59853,27198,27056,447766,1079,186526,0.061,386.256,1.148509609,0.145813452,0.216330009,0.145052164,0.416570262,239.2
2022,2022 Q1,Corpus Christi - TX,18580,162946,61361,27614,27152,448236,1091,188490,0.061,402.165,1.15676359,0.146501141,0.213360278,0.144050082,0.420515086,244.5
2022,2022 Q2,Corpus Christi - TX,18580,163475,62543,27418,27686,448672,1121,190077,0.06,419.555,1.162728246,0.144246805,0.215084022,0.14565676,0.423643553,251.2
2022,2022 Q3,Corpus Christi - TX,18580,164036,63508,27521,28021,449189,1116,191451,0.059,415.703,1.167127948,0.143749576,0.210871071,0.14636121,0.4262148,258.4
2022,2022 Q4,Corpus Christi - TX,18580,164325,64304,28159,28019,449793,1101,192947,0.06,408.117,1.174179218,0.145941632,0.205461558,0.145216044,0.428968437,262.8
2023,2023 Q1,Corpus Christi - TX,18580,164543.5047,64673.3191,28343.87784,28194.06012,450373.4618,1103.685459,192571.8946,0.06,415.1453299,1.1703403,0.147185953,0.204786544,0.14640797,0.427582686,
2023,2023 Q2,Corpus Christi - TX,18580,164672.7625,64648.82448,28397.45121,28148.09667,450908.1637,1122.735362,192277.2686,0.06,416.2812335,1.167632495,0.147690111,0.208400144,0.146393263,0.426422239,
2023,2023 Q3,Corpus Christi - TX,18580,164714.3369,64819.75345,28412.97555,28146.22163,451450.5558,1125.572243,192045.8551,0.061,416.7814935,1.165932843,0.147948913,0.208375784,0.146559902,0.425397317,
2023,2023 Q4,Corpus Christi - TX,18580,164684.43,65089.61544,28417.47415,28217.38564,452002.4162,1121.568968,191864.0916,0.063,428.1130682,1.16504087,0.14811252,0.206773808,0.147069654,0.42447581,
2024,2024 Q1,Corpus Christi - TX,18580,164607.2045,65713.10595,28418.77775,28307.49746,452510.2629,1126.412757,191721.3258,0.065,438.5034891,1.164720138,0.148229612,0.205696457,0.147649185,0.423683928,
2024,2024 Q2,Corpus Christi - TX,18580,164508.5155,66856.17772,28419.1555,28404.51884,452962.8764,1143.788826,191609.1906,0.067,441.09807,1.164737217,0.148318332,0.205298394,0.148241944,0.423013012,
2024,2024 Q3,Corpus Christi - TX,18580,164411.0212,67836.44101,28419.26496,28504.05987,453385.2791,1143.160533,191521.1142,0.068,442.2577244,1.164892188,0.148387112,0.202220609,0.148829856,0.422424642,
2024,2024 Q4,Corpus Christi - TX,18580,164331.143,68739.57831,28419.29668,28604.51972,453778.1095,1136.541445,191451.9347,0.069,449.5007219,1.165037443,0.148440896,0.198408219,0.149408361,0.421906502,
2025,2025 Q1,Corpus Christi - TX,18580,164277.9067,69423.61106,28419.30587,28705.31464,454115.9112,1139.313309,191397.5977,0.069,454.8354113,1.165084226,0.148483086,0.19693242,0.149977403,0.421473005,
2025,2025 Q2,Corpus Christi - TX,18580,164253.3609,69698.10032,28419.30854,28806.23174,454393.5535,1152.452321,191354.9188,0.069,455.7428492,1.164998498,0.148516216,0.198419007,0.150538235,0.421121553,
2025,2025 Q3,Corpus Christi - TX,18580,164254.083,70010.87669,28419.30931,28907.19339,454623.3591,1153.162702,191321.3968,0.069,465.6431895,1.16478929,0.148542242,0.197654323,0.151092318,0.420834946,
2025,2025 Q4,Corpus Christi - TX,18580,164273.223,70321.07364,28419.30953,29008.1713,454806.2363,1149.2511,191295.0669,0.069,477.9795619,1.164493296,0.148562689,0.196114941,0.151640979,0.420607836,
2026,2026 Q1,Corpus Christi - TX,18580,164302.5918,70659.12225,28419.3096,29109.15512,454930.8556,1151.955026,191274.3862,0.069,481.975247,1.164159275,0.148578752,0.195635891,0.152185328,0.42044716,
2026,2026 Q2,Corpus Christi - TX,18580,164334.4241,71151.18223,28419.30962,29210.14111,454995.7401,1162.893053,191258.1425,0.069,487.6811943,1.163834927,0.148591371,0.196127685,0.152726262,0.420351502,
2026,2026 Q3,Corpus Christi - TX,18580,164362.5986,71654.95546,28419.30962,29311.12789,455007.8874,1162.956549,191245.384,0.068,497.2204814,1.163557802,0.148601284,0.194759434,0.153264499,0.420312239,
2026,2026 Q4,Corpus Christi - TX,18580,164383.2515,72174.6464,28419.30962,29412.11495,454969.0169,1159.21327,191235.3628,0.067,501.9042605,1.163350652,0.148609071,0.192734706,0.153800607,0.420326123,
2027,2027 Q1,Corpus Christi - TX,18580,164394.8389,72749.94006,28419.30962,29513.10212,454875.166,1161.193558,191227.4916,0.067,504.2727648,1.163220773,0.148615188,0.19153724,0.154335038,0.420395541,
2027,2027 Q2,Corpus Christi - TX,18580,164397.7844,73341.16218,28419.30962,29614.08933,454727.1944,1169.852843,191221.3093,0.067,511.7980032,1.163162326,0.148619993,0.191410031,0.154868144,0.420518745,
2027,2027 Q3,Corpus Christi - TX,18580,164393.8827,73882.1627,28419.30962,29715.07655,454530.1155,1170.116605,191216.4533,0.066,520.9392324,1.163160394,0.148623767,0.190051276,0.155400208,0.420690394,
2027,2027 Q4,Corpus Christi - TX,18580,164385.6263,74390.32864,28419.30962,29816.06377,454286.5365,1167.350101,191212.6393,0.066,525.2414648,1.163195612,0.148626732,0.188306753,0.155931448,0.420907564,
2013,2013 Q1,Corvallis - OR,18700,34593,50545,4091,5284,87063,863,38509,0.062,167.895,1.113202093,0.106234906,0.204886735,0.137214677,0.442311889,141.4
2013,2013 Q2,Corvallis - OR,18700,34744,49766,4241,5385,86987,872,39362,0.062,170.847,1.132915036,0.107743509,0.210264036,0.136807073,0.452504397,144.4
2013,2013 Q3,Corvallis - OR,18700,34900,48840,4188,5273,86918,879,39112,0.06,174.843,1.120687679,0.107077112,0.215970516,0.134817959,0.449987344,145.9
2013,2013 Q4,Corvallis - OR,18700,34916,47808,4052,5061,87234,883,39135,0.061,179.585,1.120832856,0.103539032,0.221636546,0.129321579,0.448620951,148.3
2014,2014 Q1,Corvallis - OR,18700,34935,48661,4273,5227,87555,884,39335,0.061,178.105,1.125948189,0.10863099,0.217997986,0.1328842,0.449260465,149.1
2014,2014 Q2,Corvallis - OR,18700,34951,49723,4295,5374,87873,891,39535,0.06,177.846,1.131155046,0.108637916,0.215031273,0.135930188,0.449910667,152.2
2014,2014 Q3,Corvallis - OR,18700,34969,51006,4187,5529,88193,901,39423,0.059,188.242,1.127369956,0.106207037,0.211975062,0.140248079,0.447008266,155.4
2014,2014 Q4,Corvallis - OR,18700,35109,52486,4156,5590,88531,913,40506,0.058,197.586,1.153721268,0.102602084,0.208741379,0.138004246,0.457534649,160.2
2015,2015 Q1,Corvallis - OR,18700,35247,52993,4122,5426,88863,921,40809,0.057,202.087,1.157800664,0.101007131,0.208555847,0.132960866,0.459235002,164.1
2015,2015 Q2,Corvallis - OR,18700,35385,53034,4110,5605,89194,933,40770,0.058,207.296,1.152183128,0.100809419,0.211109854,0.137478538,0.457093526,167.7
2015,2015 Q3,Corvallis - OR,18700,35522,53091,4157,5817,89525,946,41067,0.057,210.891,1.156100445,0.101224828,0.213821552,0.141646578,0.458721028,169.4
2015,2015 Q4,Corvallis - OR,18700,35632,52852,4052,5808,89974,953,41258,0.057,214.388,1.157891783,0.098211256,0.21637781,0.140772699,0.458554694,172.1
2016,2016 Q1,Corvallis - OR,18700,35741,53340,4012,5887,90424,958,41699,0.057,219.31,1.166699309,0.096213338,0.21552306,0.141178446,0.461149695,174.7
2016,2016 Q2,Corvallis - OR,18700,35851,53937,3958,5756,90878,977,41469,0.056,224.233,1.156704137,0.09544479,0.217364703,0.138802479,0.45631506,178
2016,2016 Q3,Corvallis - OR,18700,35957,54526,4081,5912,91321,986,41678,0.056,228.674,1.159106711,0.097917366,0.216997396,0.141849417,0.456390096,181
2016,2016 Q4,Corvallis - OR,18700,36130,55459,4074,6001,91845,990,42247,0.056,230.972,1.169305286,0.096432883,0.214212301,0.142045589,0.459981491,183.9
2017,2017 Q1,Corvallis - OR,18700,36302,56280,3975,5996,92367,998,42657,0.055,232.78,1.175059225,0.093185175,0.212793177,0.140563096,0.46182078,186.4
2017,2017 Q2,Corvallis - OR,18700,36469,57599,4041,6109,92878,1015,43428,0.055,237.067,1.1908196,0.093050566,0.211462005,0.140669614,0.467581128,188.7
2017,2017 Q3,Corvallis - OR,18700,36636,58945,4249,6139,93388,1030,43774,0.055,242.658,1.194835681,0.097066752,0.209686996,0.140243067,0.468732599,190.3
2017,2017 Q4,Corvallis - OR,18700,36705,60260,4298,6253,93586,1039,43762,0.055,248.088,1.192262635,0.098213062,0.206903419,0.142886523,0.467612677,192
2018,2018 Q1,Corvallis - OR,18700,36772,61140,4381,6061,93777,1047,43752,0.055,252.75,1.18981834,0.100132565,0.205495584,0.13853081,0.466553633,194.6
2018,2018 Q2,Corvallis - OR,18700,36838,61855,4499,6036,93967,1068,43975,0.054,257.333,1.19374016,0.10230813,0.207194245,0.137259807,0.467983441,197.7
2018,2018 Q3,Corvallis - OR,18700,36904,62739,4531,5989,94155,1076,43719,0.054,261.677,1.184668329,0.10363915,0.205805002,0.136988495,0.464330094,200.9
2018,2018 Q4,Corvallis - OR,18700,36971,63773,4601,6061,94351,1080,44023,0.054,264.098,1.190744097,0.10451355,0.203220799,0.137678032,0.46658753,206.3
2019,2019 Q1,Corvallis - OR,18700,37037,66075,4638,5953,94544,1084,44235,0.052,268.928,1.194346194,0.104849101,0.196867196,0.134576693,0.46787739,212.3
2019,2019 Q2,Corvallis - OR,18700,37100,68006,4598,5938,94732,1094,43230,0.052,275.507,1.165229111,0.106361323,0.19304179,0.137358316,0.456339991,218.6
2019,2019 Q3,Corvallis - OR,18700,37166,69527,4590,6032,94925,1110,42850,0.052,280.896,1.152935479,0.107117853,0.191580249,0.140770128,0.451409007,221.5
2019,2019 Q4,Corvallis - OR,18700,37258,70835,4630,5958,95023,1104,43539,0.051,286.641,1.168581244,0.106341441,0.187026188,0.136842831,0.458194332,224.3
2020,2020 Q1,Corvallis - OR,18700,37348,70178,4566,6045,95113,1105,43509,0.051,290.232,1.164961979,0.104943805,0.188948103,0.138936772,0.457445354,225.2
2020,2020 Q2,Corvallis - OR,18700,37447,68253,4132,5714,95184,1119,38189,0.051,296.687,1.019814671,0.108198696,0.196738605,0.149624237,0.401212389,227.4
2020,2020 Q3,Corvallis - OR,18700,37059,66804,4243,5749,95174,1114,40205,0.05,306.226,1.084891659,0.105534138,0.200107778,0.142992165,0.4224368,229.9
2020,2020 Q4,Corvallis - OR,18700,36764,65087,4257,5832,95387,1128,39585,0.05,312.208,1.076732673,0.107540735,0.207967797,0.147328534,0.414993657,234.1
2021,2021 Q1,Corvallis - OR,18700,36468,63680,4314,5966,95578,1137,39602,0.049,323.102,1.085938357,0.108933892,0.214258794,0.150648957,0.414342213,237.5
2021,2021 Q2,Corvallis - OR,18700,36182,63778,4314,5886,95784,1190,40124,0.049,343.6,1.108949201,0.107516698,0.223901659,0.146695245,0.41890086,243.2
2021,2021 Q3,Corvallis - OR,18700,35916,63948,4402,5928,96024,1231,41759,0.049,367.994,1.162685154,0.105414402,0.231000188,0.141957422,0.434880863,250.1
2021,2021 Q4,Corvallis - OR,18700,36010,64163,4436,5965,96060,1269,41510,0.048,386.256,1.152735351,0.106865815,0.237333042,0.143700313,0.432125755,256.7
2022,2022 Q1,Corvallis - OR,18700,36108,65312,4510,6073,96103,1283,42254,0.048,402.165,1.170211587,0.106735457,0.235730034,0.143726038,0.4396741,263.2
2022,2022 Q2,Corvallis - OR,18700,36202,66448,4543,6072,96134,1359,42610,0.048,419.555,1.177006795,0.106618165,0.245424994,0.14250176,0.443235484,267.9
2022,2022 Q3,Corvallis - OR,18700,36303,67388,4517,6010,96184,1379,43178,0.048,415.703,1.189378288,0.104613461,0.245563008,0.139191255,0.448910422,271.9
2022,2022 Q4,Corvallis - OR,18700,36343,68530,4538,6056,96249,1369,43521,0.048,408.117,1.197507085,0.104271501,0.239719831,0.139151214,0.452170932,272.1
2023,2023 Q1,Corvallis - OR,18700,36372.59991,68716.58381,4538,6056,96309.10654,1361.099795,43210.49892,0.048,415.1453299,1.187995882,0.105020773,0.237689312,0.140151124,0.448664726,
2023,2023 Q2,Corvallis - OR,18700,36394.50378,68140.08816,4538,6056,96364.68802,1402.628448,42947.46645,0.048,416.2812335,1.180053634,0.105663975,0.247013789,0.141009482,0.445676392,
2023,2023 Q3,Corvallis - OR,18700,36410.7126,67662.73935,4538,6056,96416.0851,1411.668796,42724.64571,0.049,416.7814935,1.173408666,0.106215041,0.250359736,0.141744885,0.44312778,
2023,2023 Q4,Corvallis - OR,18700,36422.70709,66971.13169,4538,6056,96463.61281,1403.105516,42535.88923,0.05,428.1130682,1.167839862,0.106686379,0.251410806,0.14237389,0.440952687,
2024,2024 Q1,Corvallis - OR,18700,36431.58298,66582.37577,4538,6056,96507.56244,1396.94201,42375.98936,0.052,438.5034891,1.163166294,0.107088945,0.251767888,0.142911118,0.439095013,
2024,2024 Q2,Corvallis - OR,18700,36438.15113,66807.96144,4538,6056,96548.20336,1423.723469,42240.53458,0.054,441.09807,1.159239239,0.107432352,0.255728228,0.143369398,0.437507205,
2024,2024 Q3,Corvallis - OR,18700,36443.01154,67028.14418,4538,6056,96585.78468,1429.423734,42125.78778,0.055,442.2577244,1.155935967,0.107724988,0.255908693,0.143759923,0.436148942,
2024,2024 Q4,Corvallis - OR,18700,36446.60823,67306.01016,4538,6056,96620.53672,1423.688365,42028.58317,0.055,449.5007219,1.153154853,0.107974137,0.253829641,0.144092414,0.434986025,
2025,2025 Q1,Corvallis - OR,18700,36449.26978,67788.80373,4538,6056,96652.67249,1419.586661,41946.23896,0.055,454.8354113,1.150811504,0.1081861,0.251295775,0.14437528,0.433989437,
2025,2025 Q2,Corvallis - OR,18700,36451.23932,68125.3764,4538,6056,96682.38895,1437.138812,41876.48332,0.055,455.7428492,1.148835653,0.108366311,0.253145988,0.144615773,0.433134553,
2025,2025 Q3,Corvallis - OR,18700,36452.69677,68401.68187,4538,6056,96709.86823,1440.86712,41817.39174,0.055,465.6431895,1.147168672,0.108519442,0.25277749,0.144820127,0.432400462,
2025,2025 Q4,Corvallis - OR,18700,36453.77528,68721.79219,4538,6056,96735.27877,1437.095845,41767.33393,0.055,477.9795619,1.145761546,0.108649501,0.250941508,0.144993693,0.431769407,
2026,2026 Q1,Corvallis - OR,18700,36454.57338,68709.18082,4538,6056,96758.7763,1434.400262,41724.92883,0.055,481.975247,1.144573231,0.108759922,0.250516786,0.14514105,0.431226297,
2026,2026 Q2,Corvallis - OR,18700,36455.16397,68500.45292,4538,6056,96780.50484,1445.920034,41689.00652,0.055,487.6811943,1.143569305,0.108853637,0.253298185,0.145266115,0.430758308,
2026,2026 Q3,Corvallis - OR,18700,36455.60101,68332.23244,4538,6056,96800.59757,1448.366552,41658.57592,0.054,497.2204814,1.142720865,0.108933152,0.254351395,0.145372228,0.430354533,
2026,2026 Q4,Corvallis - OR,18700,36455.92441,68088.16924,4538,6056,96819.17764,1445.89069,41632.79747,0.054,501.9042605,1.142003615,0.109000602,0.25482677,0.145462241,0.430005692,
2027,2027 Q1,Corvallis - OR,18700,36456.16373,68006.94358,4538,6056,96836.35892,1444.12111,41610.95996,0.054,504.2727648,1.141397111,0.109057806,0.254818882,0.145538579,0.429703888,
2027,2027 Q2,Corvallis - OR,18700,36456.34083,68150.27125,4538,6056,96852.24673,1451.682668,41592.46092,0.053,511.7980032,1.140884136,0.109106312,0.255614419,0.14560331,0.429442396,
2027,2027 Q3,Corvallis - OR,18700,36456.47188,68280.91663,4538,6056,96866.93845,1453.288533,41576.78996,0.053,520.9392324,1.140450181,0.109147435,0.255407561,0.145658191,0.429215485,
2027,2027 Q4,Corvallis - OR,18700,36456.56885,68444.01557,4538,6056,96880.52411,1451.663341,41563.51474,0.053,525.2414648,1.14008301,0.109182297,0.254513999,0.145704713,0.429018269,
2013,2013 Q1,Cumberland - MD,19060,41012,35271,5964,3723,101222,633,39074,0.078,167.895,0.952745538,0.152633465,0.215361061,0.095280749,0.386022801,146.3
2013,2013 Q2,Cumberland - MD,19060,40543,35130,5974,3686,101030,637,39229,0.079,170.847,0.967589966,0.152285299,0.217591802,0.0939611,0.388290607,146.7
2013,2013 Q3,Cumberland - MD,19060,40086,35192,5933,3663,100846,641,39079,0.079,174.843,0.97487901,0.151820671,0.218572403,0.093733207,0.387511651,147.2
2013,2013 Q4,Cumberland - MD,19060,40705,35211,5890,3645,100628,642,39467,0.079,179.585,0.969586046,0.149238604,0.218795263,0.092355639,0.39220694,148.5
2014,2014 Q1,Cumberland - MD,19060,41348,36109,5857,3558,100416,643,39069,0.079,178.105,0.944882461,0.149914254,0.213686339,0.091069646,0.389071463,150.6
2014,2014 Q2,Cumberland - MD,19060,42012,36998,5873,3620,100199,646,39269,0.078,177.846,0.934709131,0.149558176,0.209524839,0.092184675,0.391910099,153.4
2014,2014 Q3,Cumberland - MD,19060,42703,37829,5872,3680,99985,651,39523,0.077,188.242,0.925532164,0.148571718,0.206508234,0.093110341,0.395289293,156.4
2014,2014 Q4,Cumberland - MD,19060,42359,38580,5768,3770,99762,657,39010,0.076,197.586,0.920937699,0.147859523,0.204354588,0.096641887,0.391030653,159.9
2015,2015 Q1,Cumberland - MD,19060,42016,38724,5852,3728,99532,664,39213,0.075,202.087,0.933287319,0.149236223,0.205763867,0.095070512,0.393973797,162.9
2015,2015 Q2,Cumberland - MD,19060,41676,38800,5715,3784,99300,662,38775,0.075,207.296,0.930391592,0.147388781,0.204742268,0.097588652,0.390483384,165.8
2015,2015 Q3,Cumberland - MD,19060,41340,38990,5730,3663,99068,665,38508,0.075,210.891,0.93149492,0.148800249,0.204667864,0.095123091,0.388702709,167.8
2015,2015 Q4,Cumberland - MD,19060,41272,39408,5667,3611,98901,656,38733,0.075,214.388,0.938481295,0.146309349,0.199756395,0.093227997,0.391634058,170
2016,2016 Q1,Cumberland - MD,19060,41205,41021,5701,3597,98734,643,39105,0.075,219.31,0.949035311,0.145786984,0.188098779,0.091983122,0.396064172,171.8
2016,2016 Q2,Cumberland - MD,19060,41139,42820,5732,3524,98571,630,39374,0.075,224.233,0.957096672,0.1455783,0.176553013,0.089500686,0.399448114,173.1
2016,2016 Q3,Cumberland - MD,19060,41068,44458,5879,3586,98396,616,39349,0.075,228.674,0.958142593,0.149406592,0.166269288,0.091133193,0.399904468,173.2
2016,2016 Q4,Cumberland - MD,19060,40686,45808,5893,3521,98124,608,39417,0.075,230.972,0.96880991,0.149504021,0.159273489,0.08932694,0.401706005,173.7
